Churn,Account Weeks,Contract Renewal,Data Plan,Data Usage,Cust Serv Calls,Day Mins,Monthly Charge,Overage Fee,Roam Mins
0,100,Yes,No,0.0,0,190.8,59.0,9.16,12.5
0,96,Yes,Yes,2.78,3,235.8,82.8,7.02,10.3
0,112,Yes,Yes,3.05,1,208.6,79.5,6.51,11.3
0,129,No,No,0.39,1,179.9,52.9,9.28,10.9
0,163,Yes,No,0.0,1,122.4,31.0,5.67,12.5
0,67,Yes,Yes,2.59,1,104.9,62.9,5.82,9.6
0,140,Yes,No,0.0,3,173.2,47.0,9.84,11.2
0,49,Yes,No,0.0,2,119.4,44.0,8.67,12.4
1,46,Yes,No,0.0,4,250.3,65.0,13.03,13.3
0,148,Yes,No,0.39,1,165.3,58.9,9.13,11.4
0,112,Yes,No,0.0,1,230.4,57.0,9.11,12.8
0,78,Yes,No,0.0,2,155.0,42.0,8.77,11.8
0,61,Yes,Yes,2.32,0,275.7,90.2,5.1899999999999995,8.6
0,58,Yes,Yes,3.02,1,227.4,81.2,5.95,11.2
0,155,Yes,No,0.0,1,177.3,58.0,10.07,8.0
1,100,Yes,No,0.32,0,278.0,66.2,8.84,8.3
0,113,Yes,No,0.0,1,155.0,55.0,11.530000000000001,13.5
0,81,Yes,No,0.0,2,153.5,43.0,9.88,6.3
0,135,Yes,Yes,3.32,1,260.4,93.2,7.7,12.3
0,99,Yes,No,0.0,0,155.3,49.0,8.29,12.4
0,59,Yes,Yes,1.84,1,133.1,60.4,6.0600000000000005,6.8
0,135,Yes,No,0.0,1,233.8,58.0,9.39,12.6
0,85,No,No,0.0,2,165.4,45.0,9.8,9.6
0,70,Yes,No,0.31,0,59.5,35.1,7.859999999999999,11.1
0,88,Yes,No,0.0,3,138.3,44.0,6.800000000000001,9.6
0,55,Yes,No,0.0,2,273.7,61.0,6.72,6.9
0,75,Yes,No,0.34,1,117.3,41.4,5.0600000000000005,12.2
0,79,Yes,Yes,1.7,4,251.3,80.0,5.140000000000001,6.3
0,85,Yes,No,0.25,0,127.9,47.5,8.56,12.5
0,86,Yes,Yes,2.65,0,212.5,86.5,7.32,9.8
0,91,Yes,No,0.0,0,149.0,47.0,7.27,8.3
0,149,Yes,Yes,3.86,1,185.9,96.6,8.7,14.3
1,97,Yes,No,0.0,3,256.4,67.0,13.7,11.1
1,88,Yes,No,0.0,3,264.8,66.0,12.27,14.8
0,60,Yes,No,0.0,2,98.2,33.0,9.03,9.3
0,54,Yes,No,0.16,2,159.8,51.6,8.2,9.7
0,11,Yes,Yes,1.62,3,177.6,68.2,6.01,6.0
0,109,Yes,No,0.0,0,171.0,42.0,6.02,11.0
0,90,Yes,No,0.0,1,248.8,64.0,6.029999999999999,9.6
0,115,Yes,No,0.0,3,147.9,45.0,6.42,9.6
0,144,Yes,Yes,2.73,1,106.4,55.3,5.41,10.1
0,91,Yes,No,0.0,0,133.7,40.0,9.77,5.9
0,105,Yes,Yes,2.3,0,180.5,75.0,6.01,8.5
1,71,No,No,0.0,5,178.2,45.0,8.39,13.6
1,132,Yes,Yes,2.84,5,226.2,82.4,9.08,10.5
0,112,Yes,No,0.38,1,170.4,49.8,5.01,11.6
0,86,Yes,Yes,3.0,3,70.9,57.0,8.34,11.1
0,41,Yes,Yes,4.64,2,181.4,101.4,7.75,17.2
0,44,Yes,No,0.0,1,227.3,55.0,8.23,10.6
0,78,Yes,No,0.0,3,75.0,34.0,7.4399999999999995,9.5
0,149,Yes,No,0.0,1,69.1,24.0,6.82,6.3
1,72,Yes,Yes,1.67,4,172.6,60.7,15.77,6.2
0,139,Yes,Yes,4.0,0,201.6,97.0,6.76,14.8
0,74,Yes,No,0.0,3,148.5,38.0,7.33,9.9
0,50,Yes,No,0.29,1,245.10000000000002,60.9,8.07,11.7
0,141,Yes,Yes,2.05,3,149.7,60.5,8.13,7.6
0,140,Yes,No,0.0,1,149.8,40.0,8.22,8.1
0,99,Yes,No,0.0,2,177.4,46.0,7.91,11.2
0,166,Yes,No,0.21,1,168.4,55.1,7.6899999999999995,11.6
0,124,Yes,No,0.0,1,151.1,42.0,9.37,5.3
0,74,Yes,No,0.0,0,155.7,42.0,8.69,8.1
0,117,Yes,No,0.0,2,149.9,48.0,7.8100000000000005,13.3
0,85,Yes,No,0.0,3,209.3,58.0,6.58,11.0
0,36,Yes,Yes,1.81,0,149.4,55.1,6.59,6.7
0,102,No,No,0.0,0,220.8,59.0,6.08,12.8
0,76,Yes,No,0.0,0,191.2,60.0,9.63,10.5
0,165,Yes,No,0.0,1,229.9,60.0,5.49,0.0
0,130,Yes,No,0.0,1,150.4,46.0,6.529999999999999,12.3
0,78,Yes,No,0.0,0,195.9,57.0,7.619999999999999,12.8
1,55,No,No,0.32,3,191.9,58.2,12.81,14.3
1,92,No,No,0.21,4,206.7,47.1,13.03,9.4
0,129,Yes,Yes,1.59,2,119.6,60.9,8.94,5.9
0,18,Yes,No,0.0,1,260.6,57.0,5.73,8.2
0,161,No,No,0.0,2,156.1,42.0,9.02,11.1
0,93,Yes,Yes,2.16,2,165.7,67.6,8.93,8.0
0,144,Yes,No,0.0,2,164.5,55.0,9.37,11.9
1,75,No,No,0.0,4,211.3,45.0,5.28,9.7
0,95,Yes,No,0.0,1,175.2,51.0,7.220000000000001,7.5
0,126,Yes,Yes,3.4,3,114.3,70.0,9.52,12.6
0,124,Yes,Yes,2.03,1,238.4,82.3,6.26,7.5
1,93,No,No,0.0,3,216.9,55.0,10.37,17.5
0,109,No,Yes,2.51,0,204.2,75.1,7.28,9.3
0,80,Yes,No,0.0,0,193.3,49.0,7.75,12.4
0,41,Yes,No,0.19,1,159.3,39.9,6.3,11.1
0,136,Yes,Yes,3.08,2,143.1,75.8,6.83,11.4
1,92,Yes,No,0.0,5,154.0,55.0,16.49,5.6
0,143,Yes,Yes,3.13,1,173.6,82.3,6.1,11.6
1,118,Yes,Yes,2.59,5,170.8,71.9,9.98,9.6
0,193,Yes,Yes,3.32,1,124.0,72.2,5.15,12.3
0,73,Yes,No,0.0,3,185.3,58.0,8.97,14.8
0,62,Yes,No,0.0,2,172.8,47.0,5.24,9.1
0,30,Yes,Yes,1.78,0,204.4,73.8,5.6899999999999995,6.6
1,60,No,Yes,3.78,0,265.9,101.8,10.79,14.0
0,148,Yes,Yes,4.73,1,93.6,80.3,9.69,17.5
0,96,Yes,No,0.0,2,98.2,43.0,10.36,7.6
0,52,Yes,No,0.35,2,201.7,53.5,7.93,9.4
0,87,Yes,No,0.0,1,168.2,48.0,6.24,12.9
0,41,Yes,No,0.21,3,189.9,50.1,7.69,9.0
0,112,Yes,No,0.0,1,248.39999999999998,58.0,7.73,11.6
1,88,Yes,No,0.0,4,149.3,27.0,8.07,8.2
0,122,Yes,Yes,2.48,7,240.7,87.8,6.460000000000001,9.2
0,61,Yes,No,0.0,2,45.0,21.0,7.57,9.8
0,87,Yes,No,0.38,1,218.3,57.8,8.59,13.0
0,176,Yes,No,0.25,2,47.4,25.5,8.39,10.5
0,30,Yes,No,0.0,0,214.4,55.0,9.13,12.5
0,95,Yes,Yes,3.21,0,40.9,51.1,6.67,11.9
0,46,Yes,No,0.0,2,124.8,35.0,7.87,8.6
0,100,No,No,0.19,0,68.5,42.9,11.86,12.1
0,47,Yes,Yes,2.11,2,163.5,67.1,5.16,7.8
0,77,Yes,No,0.0,2,163.0,47.0,5.960000000000001,6.7
0,98,Yes,Yes,2.89,2,200.7,86.9,7.65,10.7
0,125,Yes,Yes,1.46,1,188.3,52.6,2.11,5.4
0,67,Yes,No,0.22,4,297.4,61.2,3.33,9.2
0,194,Yes,No,0.0,1,48.4,33.0,9.06,18.2
0,128,Yes,Yes,3.78,1,171.2,79.8,7.29,14.0
0,190,Yes,Yes,2.3,0,166.5,67.0,9.15,8.5
0,165,Yes,No,0.0,0,203.6,54.0,9.54,12.4
0,59,Yes,No,0.0,2,107.8,37.0,5.83,9.9
0,47,Yes,Yes,2.11,1,141.3,60.1,8.4,7.8
0,150,Yes,Yes,1.78,0,196.9,67.8,7.9,6.6
1,152,No,Yes,3.83,9,237.5,100.3,12.67,14.2
0,26,Yes,No,0.0,3,221.5,59.0,5.83,3.5
0,79,Yes,Yes,3.29,3,103.1,71.9,7.15,12.2
0,95,Yes,Yes,3.21,1,129.5,76.1,7.449999999999999,11.9
1,69,No,No,0.0,2,279.8,69.0,12.44,8.4
1,95,No,Yes,2.78,5,212.8,68.8,10.04,10.3
0,31,Yes,Yes,1.59,0,100.1,53.9,7.32,5.9
0,121,Yes,Yes,2.73,4,224.1,85.3,5.279999999999999,10.1
1,111,Yes,No,0.0,4,172.8,45.0,9.16,7.9
0,157,Yes,No,0.0,2,211.5,56.0,5.039999999999999,11.5
1,44,Yes,No,0.21,3,288.1,73.1,12.9,10.2
0,61,No,No,0.0,2,78.2,30.0,9.8,10.1
0,65,Yes,No,0.0,2,148.7,48.0,7.949999999999999,12.7
0,74,Yes,Yes,3.54,2,181.6,79.4,6.0,13.1
0,123,Yes,No,0.0,0,159.5,53.0,10.19,12.0
0,58,Yes,Yes,2.57,1,181.5,77.7,5.6899999999999995,9.5
1,74,Yes,No,0.0,4,174.1,51.0,12.56,8.3
0,125,Yes,No,0.39,2,131.8,38.9,6.84,7.7
0,80,Yes,No,0.0,1,160.6,48.0,6.85,10.7
0,53,Yes,Yes,1.94,0,146.8,71.4,10.5,7.2
0,99,Yes,Yes,2.46,1,187.7,81.6,8.21,9.1
0,99,Yes,No,0.33,1,145.6,37.3,4.92,10.9
0,66,Yes,Yes,2.16,2,216.4,82.6,7.869999999999999,8.0
0,97,Yes,No,0.0,3,198.0,52.0,9.45,4.7
0,75,Yes,Yes,3.05,2,121.5,74.5,8.57,11.3
0,85,No,No,0.0,2,203.0,53.0,9.41,3.6
0,108,Yes,No,0.0,2,280.0,64.0,8.03,10.0
1,133,No,Yes,4.16,4,221.1,102.6,13.25,15.4
0,51,Yes,No,0.0,1,168.5,48.0,9.85,10.3
0,186,Yes,Yes,3.92,2,74.3,67.2,8.87,14.5
0,44,No,No,0.0,1,62.3,34.0,8.75,10.8
0,64,Yes,Yes,2.43,3,215.6,84.3,7.43,9.0
1,44,Yes,No,0.33,4,228.1,66.3,13.83,9.9
0,114,Yes,Yes,3.83,1,296.9,108.3,5.02,14.2
0,92,Yes,No,0.16,3,188.9,55.6,6.34,13.7
0,110,Yes,No,0.29,2,149.8,43.9,9.0,11.7
0,90,Yes,Yes,2.08,1,170.8,71.8,6.49,7.7
0,72,Yes,Yes,4.46,1,173.7,105.6,11.75,16.5
1,113,Yes,No,0.0,3,209.4,66.0,17.37,7.4
0,171,Yes,Yes,2.75,3,210.2,81.5,9.16,10.2
0,104,Yes,No,0.0,1,164.2,42.0,7.77,10.7
0,165,Yes,No,0.13,1,150.5,43.3,9.66,10.3
1,104,No,No,0.0,2,234.2,65.0,14.66,9.8
0,110,Yes,No,0.0,1,55.3,24.0,8.24,10.2
0,90,No,No,0.0,1,208.8,56.0,5.1899999999999995,8.4
0,114,Yes,No,0.4,1,169.6,38.0,2.95,7.4
1,101,Yes,No,0.0,5,165.7,38.0,13.01,13.5
0,117,Yes,Yes,2.32,1,80.2,56.2,5.949999999999999,8.6
0,109,Yes,No,0.42,2,205.9,67.2,10.0,11.3
0,82,Yes,No,0.0,1,125.7,40.0,5.380000000000001,12.9
0,92,Yes,No,0.31,2,176.3,41.1,4.67,9.6
0,82,Yes,Yes,2.57,2,194.2,82.7,7.710000000000001,9.5
0,90,Yes,No,0.0,2,192.7,49.0,8.1,12.5
0,87,Yes,Yes,0.0,1,151.4,39.0,7.62,0.0
0,124,Yes,No,0.0,3,157.5,38.0,6.54,9.6
0,39,Yes,No,0.0,2,160.4,36.0,5.13,9.1
0,84,Yes,No,0.0,1,159.0,42.0,8.4,12.3
0,75,Yes,Yes,2.48,0,201.1,78.8,5.050000000000001,9.2
0,102,Yes,No,0.0,2,102.6,39.0,7.300000000000001,9.1
1,62,No,No,0.0,2,159.7,44.0,9.88,13.9
0,143,Yes,No,0.27,1,189.8,51.7,8.29,4.6
0,53,Yes,No,0.0,3,57.5,33.0,8.28,11.6
0,30,Yes,No,0.0,1,169.9,49.0,6.26,11.4
1,112,Yes,No,0.0,2,335.5,76.0,10.63,12.7
0,129,Yes,No,0.0,0,139.5,49.0,9.47,13.1
0,63,Yes,Yes,1.78,1,142.3,52.8,5.94,6.6
0,28,Yes,No,0.0,0,174.8,54.0,7.43,10.6
0,111,Yes,No,0.0,3,146.2,48.0,8.08,8.7
0,91,Yes,No,0.0,3,218.8,53.0,7.53,11.6
0,90,Yes,No,0.0,1,180.7,47.0,7.71,12.7
0,151,Yes,No,0.24,4,156.4,49.4,6.67,7.7
1,105,No,Yes,3.56,3,220.7,92.6,10.89,13.2
0,41,Yes,Yes,1.97,2,226.8,79.7,6.1,7.3
0,48,Yes,Yes,2.16,1,172.0,68.6,5.01,8.0
0,166,No,Yes,2.38,2,128.2,69.8,8.73,8.8
0,79,Yes,No,0.0,3,130.2,47.0,9.55,14.0
0,153,Yes,No,0.0,1,182.4,47.0,7.73,11.6
1,110,No,No,0.0,0,293.3,66.0,9.43,14.5
0,163,Yes,No,0.0,1,178.3,49.0,9.7,12.8
0,126,Yes,No,0.0,1,122.4,34.0,7.19,11.5
0,105,Yes,Yes,2.86,2,196.6,77.6,7.35,10.6
0,172,Yes,No,0.0,3,202.7,50.0,7.32,7.1
0,126,Yes,No,0.0,0,161.4,47.0,6.029999999999999,5.1
0,97,Yes,No,0.27,3,144.2,46.7,6.34,13.8
1,95,No,Yes,1.11,2,220.2,65.1,9.27,4.1
0,87,Yes,No,0.0,4,243.2,58.0,8.04,7.4
0,97,Yes,No,0.0,1,112.7,38.0,5.890000000000001,6.5
1,76,No,No,0.0,0,299.5,71.0,11.34,13.7
0,140,Yes,No,0.0,0,181.8,48.0,8.55,13.9
0,169,Yes,No,0.0,0,100.8,37.0,6.5,9.5
0,68,Yes,Yes,1.3,3,82.5,52.0,9.5,4.8
0,122,Yes,Yes,4.21,2,146.4,75.1,4.49,15.6
0,36,Yes,No,0.0,2,164.9,50.0,6.23,10.8
0,120,Yes,Yes,2.75,5,153.5,70.5,9.7,10.2
0,121,Yes,No,0.0,1,150.7,43.0,9.87,9.2
0,64,Yes,Yes,2.03,0,167.1,62.3,6.38,7.5
0,13,Yes,Yes,3.48,1,252.3,92.8,7.38,12.9
0,106,Yes,No,0.0,0,128.6,34.0,6.7,11.4
0,88,Yes,No,0.0,2,161.5,43.0,8.68,7.9
0,74,Yes,No,0.0,1,165.3,45.0,9.93,9.8
0,83,Yes,No,0.0,0,182.0,52.0,5.529999999999999,11.0
0,49,Yes,No,0.0,0,200.8,59.0,8.26,15.6
0,111,Yes,Yes,3.78,1,192.5,91.8,5.970000000000001,14.0
0,50,Yes,Yes,2.3,3,239.9,82.0,8.9,8.5
0,153,Yes,Yes,4.16,0,222.6,101.6,6.4,15.4
0,88,Yes,No,0.0,1,179.0,44.0,6.38,7.5
0,131,Yes,Yes,2.46,0,69.1,45.6,5.07,9.1
1,79,Yes,No,0.0,5,261.7,63.0,10.53,6.0
0,140,Yes,No,0.0,2,222.5,62.0,7.859999999999999,11.5
0,105,Yes,No,0.38,1,200.4,57.8,5.25,9.5
0,54,Yes,Yes,2.48,3,193.9,71.8,6.39,9.2
0,87,Yes,Yes,2.3,3,250.8,77.0,5.17,8.5
0,96,Yes,Yes,2.84,1,170.4,76.4,9.78,10.5
1,79,Yes,No,0.0,5,157.6,44.0,9.71,9.4
0,55,Yes,No,0.0,0,175.6,44.0,8.09,9.3
0,130,Yes,No,0.0,2,229.5,50.0,5.14,9.3
0,34,Yes,No,0.0,0,151.0,37.0,6.57,9.9
0,139,Yes,No,0.29,1,138.1,40.9,8.23,8.3
1,109,Yes,No,0.0,3,264.7,71.0,15.25,9.5
0,65,Yes,Yes,3.24,1,269.3,93.4,7.6,12.0
0,63,Yes,No,0.37,0,198.2,60.7,6.890000000000001,12.3
0,152,Yes,No,0.0,3,184.1,45.0,6.51,7.4
0,147,Yes,No,0.0,1,192.3,50.0,8.34,7.8
0,112,Yes,Yes,2.48,2,168.8,75.8,6.41,9.2
0,120,Yes,No,0.0,2,239.0,56.0,7.51,9.6
0,27,Yes,No,0.0,0,180.8,44.0,5.95,9.2
0,171,Yes,No,0.0,1,218.2,56.0,9.44,12.3
0,101,Yes,Yes,4.19,0,187.1,92.9,9.45,15.5
0,32,Yes,Yes,4.4,1,253.7,110.0,6.619999999999999,16.3
0,3,Yes,Yes,3.21,2,118.1,71.1,6.08,11.9
0,151,Yes,No,0.43,0,175.3,47.3,7.22,11.8
0,60,Yes,No,0.35,3,125.1,46.5,7.4399999999999995,11.2
0,119,Yes,No,0.39,1,176.8,53.9,6.24,7.5
0,43,Yes,No,0.0,1,228.9,53.0,6.47,5.9
0,42,Yes,No,0.0,0,228.2,51.0,5.83,10.6
0,84,Yes,No,0.0,1,204.1,57.0,6.800000000000001,9.4
0,65,Yes,No,0.33,0,182.4,52.3,9.06,8.9
1,75,No,No,0.0,3,222.4,66.0,16.35,8.7
0,116,Yes,No,0.0,1,176.5,49.0,9.49,13.1
0,107,Yes,No,0.0,0,123.1,35.0,7.92,9.3
0,189,Yes,Yes,3.08,3,243.7,87.8,7.53,11.4
0,123,Yes,No,0.0,1,159.1,48.0,7.08,6.5
0,110,Yes,No,0.24,3,100.1,39.4,6.67,11.1
0,63,Yes,Yes,2.32,1,30.9,45.2,9.35,8.6
0,176,Yes,No,0.0,3,210.2,57.0,5.720000000000001,10.1
0,108,Yes,No,0.0,1,174.4,49.0,5.0,12.6
0,13,Yes,Yes,3.27,3,302.6,104.7,5.449999999999999,12.1
0,71,Yes,No,0.0,1,264.5,59.0,6.59,8.2
0,88,Yes,No,0.0,2,176.8,50.0,9.87,14.9
0,137,Yes,No,0.0,1,147.2,42.0,9.64,10.2
0,82,Yes,No,0.0,4,172.8,56.0,8.83,5.7
0,92,Yes,Yes,2.16,3,155.4,64.6,9.43,8.0
0,165,Yes,No,0.0,6,154.2,50.0,8.43,10.9
0,96,Yes,No,0.0,1,97.6,26.0,5.28,11.6
0,156,Yes,No,0.33,1,165.8,49.3,8.92,7.5
0,63,Yes,No,0.0,0,149.3,49.0,8.68,9.1
0,37,Yes,No,0.0,0,193.0,51.0,9.3,8.4
0,98,Yes,No,0.0,0,203.8,54.0,9.54,11.0
0,121,Yes,No,0.0,0,103.3,29.0,6.46,10.7
0,94,Yes,No,0.15,0,139.4,39.5,7.96,7.7
0,99,Yes,No,0.0,1,178.2,47.0,8.2,14.1
0,163,Yes,Yes,2.81,1,160.0,72.1,9.47,10.4
0,161,Yes,No,0.32,3,208.7,58.2,9.65,6.5
0,99,Yes,No,0.0,1,62.9,31.0,6.550000000000001,8.5
0,108,Yes,No,0.0,1,202.6,54.0,9.77,3.6
0,84,Yes,Yes,2.05,3,165.3,68.5,6.18,7.6
0,83,No,Yes,2.86,2,94.7,58.6,7.72,10.6
0,139,Yes,No,0.0,2,190.2,48.0,7.63,9.7
0,69,Yes,No,0.29,3,182.3,54.9,5.84,12.5
0,129,Yes,No,0.0,4,143.7,50.0,9.89,11.4
0,106,Yes,No,0.31,2,114.4,30.1,3.92,0.0
0,158,Yes,No,0.0,2,209.8,56.0,5.15,6.9
0,168,Yes,Yes,1.97,2,175.9,67.7,5.59,7.3
1,115,No,No,0.0,3,249.9,64.0,12.13,15.3
0,57,No,Yes,3.08,2,221.5,87.8,9.76,11.4
0,67,Yes,No,0.0,1,197.7,55.0,5.960000000000001,7.2
0,127,Yes,No,0.0,1,169.3,46.0,8.5,9.3
0,78,Yes,No,0.0,2,177.3,49.0,9.73,11.7
0,100,Yes,Yes,2.0,0,164.1,65.0,8.19,7.4
1,103,Yes,Yes,2.94,6,163.2,59.4,8.47,10.9
0,113,Yes,No,0.0,1,202.6,54.0,9.67,13.5
0,78,Yes,No,0.0,3,137.4,44.0,6.880000000000001,14.0
0,129,Yes,Yes,4.43,1,179.8,92.3,8.85,16.4
0,57,Yes,No,0.2,2,149.3,45.0,5.01,11.9
0,82,Yes,No,0.0,1,143.7,39.0,8.54,7.8
0,64,Yes,No,0.0,1,211.8,55.0,9.5,9.2
0,86,Yes,Yes,3.43,2,248.2,97.3,5.710000000000001,12.7
0,151,Yes,Yes,3.62,0,183.5,85.2,8.79,13.4
1,94,Yes,No,0.0,3,271.2,64.0,10.13,11.5
0,90,Yes,No,0.0,2,194.2,61.0,9.63,8.0
0,48,Yes,No,0.0,2,287.4,63.0,6.66,7.2
0,85,Yes,Yes,2.57,2,216.6,76.7,6.62,9.5
0,93,No,Yes,3.27,1,174.5,79.7,8.49,12.1
0,169,No,No,0.0,3,57.1,27.0,9.99,6.5
1,68,Yes,No,0.0,5,162.1,41.0,7.75,11.0
1,91,No,No,0.0,4,221.0,40.0,8.79,16.7
0,68,Yes,No,0.0,1,159.5,48.0,7.039999999999999,11.4
0,101,Yes,No,0.0,1,177.7,51.0,5.43,8.8
0,67,Yes,Yes,2.54,1,217.6,81.4,9.46,9.4
0,66,Yes,No,0.0,0,34.0,30.0,8.93,11.5
0,116,Yes,Yes,3.08,5,180.4,84.8,7.029999999999999,11.4
0,158,Yes,No,0.0,1,189.0,49.0,8.18,10.4
0,78,Yes,No,0.0,1,178.7,54.0,7.07,9.1
0,119,Yes,Yes,1.78,1,161.3,66.8,7.52,6.6
0,120,Yes,No,0.3,1,150.6,39.0,5.95,6.4
0,155,Yes,No,0.34,1,171.6,52.4,9.8,7.8
0,106,Yes,No,0.0,1,207.7,61.0,8.51,8.7
0,87,No,No,0.0,1,167.3,46.0,9.93,11.0
0,146,Yes,Yes,2.21,3,154.0,64.1,9.28,8.2
0,101,Yes,Yes,2.73,0,121.1,64.3,9.32,10.1
0,22,Yes,Yes,3.43,3,169.1,79.3,8.23,12.7
0,90,Yes,No,0.0,2,109.6,31.0,6.88,11.0
0,41,Yes,No,0.34,1,196.9,50.4,6.1,9.6
0,69,Yes,No,0.0,2,167.5,50.0,7.109999999999999,11.4
0,33,Yes,No,0.0,2,200.9,57.0,6.99,9.8
0,112,Yes,No,0.0,1,115.8,41.0,7.17,13.1
0,108,Yes,Yes,2.65,2,263.6,92.5,6.01,9.8
0,136,Yes,Yes,2.57,2,166.4,71.7,9.06,9.5
0,128,Yes,No,0.0,1,174.3,55.0,8.54,10.1
0,27,Yes,No,0.0,2,188.2,54.0,6.359999999999999,8.4
0,161,No,No,0.0,1,176.6,55.0,8.37,1.3
0,33,Yes,Yes,4.05,0,173.8,94.5,8.05,15.0
0,120,Yes,Yes,3.08,0,153.5,75.8,5.960000000000001,11.4
0,113,Yes,No,0.0,2,174.6,50.0,5.41,8.7
1,122,No,No,0.0,2,230.9,60.0,12.16,11.0
0,148,Yes,Yes,4.1,2,231.9,93.0,5.9,15.2
0,74,Yes,No,0.0,3,217.9,59.0,6.15,9.7
0,106,Yes,No,0.26,1,174.1,56.6,7.51,11.0
0,179,Yes,No,0.0,1,170.7,46.0,9.56,13.3
1,149,No,Yes,2.38,5,202.9,59.8,8.35,8.8
0,77,Yes,No,0.0,0,176.5,50.0,5.35,9.2
1,127,No,No,0.0,3,176.9,45.0,8.4,7.7
0,80,Yes,No,0.0,1,161.1,45.0,9.94,10.6
0,106,Yes,No,0.0,1,169.4,46.0,9.86,10.7
0,61,Yes,Yes,2.84,0,241.4,85.4,8.09,10.5
0,135,No,Yes,1.57,2,127.7,55.7,5.75,5.8
0,115,Yes,Yes,3.67,6,170.5,84.7,5.859999999999999,13.6
0,167,No,No,0.0,2,206.1,58.0,7.15,10.1
0,107,No,No,0.0,2,260.5,63.0,9.19,11.0
0,112,No,No,0.0,1,161.9,45.0,5.050000000000001,10.7
0,35,Yes,Yes,2.54,1,228.7,79.4,7.1,9.4
0,103,No,No,0.38,3,62.8,29.8,8.52,9.4
0,107,Yes,Yes,3.02,1,268.1,90.2,7.19,11.2
0,69,Yes,No,0.0,3,215.2,62.0,8.19,10.7
0,85,Yes,No,0.0,0,196.8,53.0,9.73,11.3
1,24,Yes,No,0.0,2,265.6,63.0,10.44,11.1
0,90,Yes,No,0.0,2,201.9,47.0,5.89,11.8
0,137,Yes,No,0.0,3,110.5,38.0,6.16,10.5
0,92,No,Yes,2.03,0,268.1,85.3,9.9,7.5
0,38,Yes,No,0.0,2,137.8,48.0,9.32,14.1
1,69,No,Yes,2.21,1,271.5,90.1,12.67,8.2
0,45,Yes,No,0.0,2,112.8,38.0,5.9399999999999995,9.0
0,73,Yes,No,0.0,1,174.3,53.0,6.99,15.1
0,92,Yes,No,0.0,1,184.0,57.0,8.47,10.8
0,113,Yes,Yes,2.27,1,167.4,64.7,6.47,8.4
1,68,No,No,0.0,3,224.5,44.0,10.97,14.5
0,135,Yes,Yes,3.94,2,184.1,95.4,7.970000000000001,14.6
0,100,Yes,Yes,4.29,1,153.7,80.9,6.89,15.9
0,96,Yes,Yes,3.05,1,248.3,94.5,6.050000000000001,11.3
0,108,Yes,No,0.0,1,233.2,60.0,5.119999999999999,9.4
0,84,Yes,No,0.0,0,178.0,60.0,10.94,6.5
0,134,Yes,No,0.35,1,195.3,60.5,7.68,12.6
0,72,Yes,No,0.0,0,240.0,62.0,5.970000000000001,9.8
0,83,Yes,No,0.0,0,189.3,52.0,5.08,6.8
0,137,Yes,No,0.0,0,174.4,43.0,7.82,10.2
0,56,Yes,Yes,3.27,1,127.1,69.7,8.61,12.1
0,61,No,Yes,3.05,0,143.5,76.5,7.130000000000001,11.3
0,171,Yes,Yes,1.57,1,173.9,68.7,7.0,5.8
0,123,Yes,No,0.0,1,181.0,54.0,7.1,12.1
0,58,Yes,No,0.19,0,221.8,50.9,5.34,9.9
0,156,Yes,No,0.0,1,123.7,30.0,5.15,13.1
0,166,Yes,No,0.0,0,173.9,54.0,8.82,15.3
0,75,Yes,Yes,3.35,1,130.9,73.5,5.17,12.4
1,75,Yes,No,0.0,2,314.6,68.0,8.49,5.7
0,83,Yes,No,0.0,1,214.9,57.0,5.380000000000001,12.1
0,243,Yes,No,0.0,2,95.5,31.0,8.19,6.6
0,153,Yes,No,0.0,1,172.3,50.0,5.4,15.1
0,150,Yes,No,0.26,1,146.3,45.6,5.140000000000001,13.1
0,92,Yes,Yes,3.43,2,171.0,72.3,3.82,12.7
0,80,Yes,No,0.0,0,105.8,22.0,2.2,13.1
0,134,Yes,No,0.31,1,165.0,47.1,7.69,11.7
0,77,Yes,Yes,2.73,1,149.4,63.3,6.2,10.1
0,147,Yes,No,0.0,2,196.4,47.0,6.63,11.3
0,74,Yes,No,0.0,1,172.1,48.0,5.59,11.6
0,138,No,No,0.0,1,169.3,48.0,5.9,9.4
0,143,Yes,No,0.42,0,119.1,49.2,9.39,12.2
0,64,Yes,No,0.0,2,181.2,48.0,8.67,5.5
0,120,Yes,No,0.0,2,185.8,54.0,6.51,9.9
1,121,No,No,0.0,5,167.7,37.0,4.69,13.4
0,88,Yes,No,0.0,2,189.2,53.0,5.84,11.8
1,87,Yes,No,0.0,2,322.5,73.0,10.23,9.4
0,100,Yes,No,0.3,0,203.2,59.0,5.779999999999999,10.2
0,104,Yes,No,0.0,3,76.4,23.0,5.78,9.4
0,27,Yes,No,0.0,1,72.7,31.0,5.43,9.9
0,81,Yes,Yes,2.62,0,197.4,81.2,6.279999999999999,9.7
0,64,No,Yes,2.19,0,127.2,57.9,8.15,8.1
0,107,Yes,Yes,3.21,1,188.8,93.1,10.25,11.9
0,88,Yes,Yes,4.35,1,206.5,100.5,6.109999999999999,16.1
0,111,Yes,No,0.0,3,99.3,40.0,8.53,9.0
0,77,Yes,No,0.0,5,226.2,54.0,7.5,10.3
0,67,No,No,0.0,2,120.9,41.0,6.75,11.4
